ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,Updated_2
1480,International visit to Germany between 29 September 2023 and 02 October 2023,,2023-10-19,2023-12-17,,Visits outside the UK,4786,Zarah Sultana,Germany,Berlin,To participate in the Jacobin Transform Conference.,2023-09-29,2023-10-02,,Jacobin Magazine,False,"388 Atlantic Avenue, Brooklyn, NY 11217, USA",In kind,"Flights (£151), accommodation (£187)",338.00,True,https://interests-api.parliament.uk/api/v1/Interests/1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,International visit to Turkey between 24 January 2023 and 29 January 2023,,2023-06-15,2023-12-17,,Visits outside the UK,4636,Chris Hazzard,Turkey,Istanbul,"Human Rights delegation including lawyers, politicians, and civil society to observe the political situation in Turkey.",2023-01-24,2023-01-29,,MAF-DAD - Verein fur Demokratie & Internationales Recht (Association for Democracy & International Law),False,"Hansaring 82, 50670 Köln, Germany",In kind,Flights (£329.81) and hotel (£295.55),625.36,True,https://interests-api.parliament.uk/api/v1/Interests/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,International visit between 12 October 2023 and 16 October 2023,,2023-10-30,2023-12-17,,Visits outside the UK,4671,Afzal Khan,Spain,,Attend the Annual Concordia Retreat hosted by the Concordia Forum.,2023-10-12,2023-10-16,,The Concordia Network,False,"1 St Mark Street, London E1 8DA",In kind,"International flights (£593.21); accommodation, ground transportation in Spain, food and programme activities (£2,442.58)",3035.79,True,https://interests-api.parliament.uk/api/v1/Interests/1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,International visit between 12 June 2023 and 13 June 2023,,2023-06-26,2023-12-17,,Visits outside the UK,223,Sir Liam Fox,Bahrain,,To attend meetings in my role as Chair of the UK Abraham Accords Group.,2023-06-12,2023-06-13,,Abraham Accords (UK) Ltd,False,"New Derwent House, 69-73 Theobalds Rd, London WC1X 8TA",In kind,Flights and hotel accommodation (value is approximate),4881.91,True,https://interests-api.parliament.uk/api/v1/Interests/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,International visit to France between 25 January 2024 and 27 January 2024,,2024-01-31,2023-12-17,,Visits outside the UK,4656,Layla Moran,France,Paris,International conference to meet and exchange ideas with key European stakeholders.,2024-01-25,2024-01-27,,Franco-British Colloque,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,Two nights' accommodation including meals,855.29,True,https://interests-api.parliament.uk/api/v1/Interests/3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,International visit to France between 25 January 2024 and 27 January 2024,,2024-02-16,2023-12-17,,Visits outside the UK,3991,Jesse Norman,France,Versailles,To attend the Franco-British Colloque conference.,2024-01-25,2024-01-27,,Franco-British Colloque Ltd,False,"Station house, Station Approach, East Horsley KT24 6QX",In kind,Hotel Room and food for two nights and a taxi transfer,1009.66,True,https://interests-api.parliament.uk/api/v1/Interests/3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,International visit to Switzerland between 02 January 2024 and 06 January 2024,,2024-01-30,2023-12-17,,Visits outside the UK,4838,Sara Britcliffe,Switzerland,Davos,"68th Annual British-Swiss Parliamentary ski week with the APPG for Switzerland, including political meetings with Swiss Parliamentarians and diplomats.",2024-01-02,2024-01-06,APPG for Switzerland,Davos Klosters Bergbahnen AG,False,"Brämabüelstrasse 11, 7270 Davos",In kind,"Ski passes, ski guides, formal dinner and receptions, I paid all other costs",898.00,True,https://interests-api.parliament.uk/api/v1/Interests/3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,International visit to Bosnia and Herzegovina between 03 October 2023 and 05 October 2023,,2024-01-03,2023-12-17,,Visits outside the UK,4419,Joanna Cherry,Bosnia and Herzegovina,,To take part in commemoration and educational events in Sarajevo as part of Remembering Srebrenica Scotland's work to raise awareness of the genocide and prevent future atrocities.,2023-10-03,2023-10-05,,Remembering Srebrenica Scotland,False,"c/o Turcan Connell Solicitors, Princes Exchange, Earl Grey Street, Edinburgh EH3 9EE",In kind,Flights (£637.51) and accommodation (£232.21),869.72,True,https://interests-api.parliament.uk/api/v1/Interests/3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,,2024-01-10,2023-12-17,,Visits outside the UK,1578,Greg Clark,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,2023-12-08,2023-12-11,,Energy & Climate Intelligence Unit,False,"180 Borough High Street, London SE1 1LB",In kind,Accommodation (£759.65) and subsistence (£100),859.65,True,https://interests-api.parliament.uk/api/v1/Interests/3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,International visit to France between 25 January 2024 and 27 January 2024,,2024-01-30,2023-12-17,,Visits outside the UK,4639,Bim Afolami,France,Paris,Attending the Franco-British Colloque 2024.,2024-01-25,2024-01-27,,Franco-British Colloque Ltd,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,Food and accommodation for two nights,850.00,True,https://interests-api.parliament.uk/api/v1/Interests/3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,International visit to Czechia between 04 October 2023 and 08 October 2023,,2023-10-30,2023-12-17,,Visits outside the UK,4636,Chris Hazzard,Czechia,Prague,"To present an update at the Rosa Luxemburg European Summer School on the political situation in Ireland and Britain. Participate in workshops and discussions involving political representatives, social activists and commentators on current political developments in Europe.",2023-10-04,2023-10-08,,"Rosa Luxemburg Stiftung, London",False,"Pelican House, 144 Cambridge Heath Road, London E1 5QJ",In kind,"Flights (£343,38) and accommodation (£400)",743.38,True,https://interests-api.parliament.uk/api/v1/Interests/2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,International visit to Israel between 09 January 2024 and 11 January 2024,,2024-01-22,2023-12-17,,Visits outside the UK,140,Baroness Hodge of Barking,Israel,,"Fact-finding visit. Meeting with Israeli politicians, academics, activists and diplomats.",2024-01-09,2024-01-11,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,International visit to Israel between 05 November 2023 and 08 November 2023,,2023-11-20,2023-12-17,,Visits outside the UK,4006,Dr Matthew Offord,Israel,and the Occupied Palestinian Territories,To visit Israel and the Occupied Palestinian Territories as part of the ELNET UK solidarity mission.,2023-11-05,2023-11-08,,ELNET UK,False,"Epworth House, 25 City Road, London EC1Y 1AA",In kind,"Flights, accommodation transport, hospitality and meals",2000.00,True,https://interests-api.parliament.uk/api/v1/Interests/3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,International visit to Finland between 02 November 2023 and 04 November 2023,,2023-11-13,2023-12-17,,Visits outside the UK,4593,Trudy Harrison,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG visit.",2023-11-02,2023-11-04,Nuclear Energy APPG,Nuclear Industry Association,False,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",In kind,"Flights, accommodation, transport and meals",839.68,True,https://interests-api.parliament.uk/api/v1/Interests/3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,International visit to United States between 23 October 2023 and 25 October 2023,,2023-11-02,2023-12-17,,Visits outside the UK,1413,Lord Grayling,United States,Washington DC,To attend a meeting of the International Conservation Caucus Federation in my role as Vice-chair of the APPG for International Conservation.,2023-10-23,2023-10-25,APPG for International Conservation.,International Conservation Caucus Federation,False,"25786 Georgetown Station, Washington DC, 20027, USA",In kind,"Flights, accommodation and hospitality (value is approximate)",5500.00,True,https://interests-api.parliament.uk/api/v1/Interests/3132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,International visit to Morocco between 04 June 2023 and 08 June 2023,,2023-07-03,2023-12-17,,Visits outside the UK,1171,Liam Byrne,Morocco,Rabat and Marrakech,"In my capacity as Chair of the Parliamentary Network on the World Bank and international Monetary Fund, to attend a field trip in advance of annual meetings to be held in Morocco in October 2023.",2023-06-04,2023-06-08,,The Parliamentary Network on the World Bank & International Monetary Fund,False,"66 avenue d'Iéna, 75116 Paris, France",In kind,"Flights (£732), accommodation (£557), sundries (estimated at £100)",1389.00,True,https://interests-api.parliament.uk/api/v1/Interests/2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,International visit to United States between 11 April 2023 and 16 April 2023,,2023-05-02,2023-12-17,,Visits outside the UK,4097,Elizabeth Truss,United States,Washington DC,To deliver the Margaret Thatcher Freedom lecture.,2023-04-11,2023-04-16,,Heritage Foundation,False,"214 Massachusetts Ave NE, Washington D.C. 20002-4999, USA",In kind,"Flights for me and a member of staff (£4,800) and provision of accommodation for me, my husband, two children and one member of staff for five nights (£2,800) (values are estimated)",7600.00,False,https://interests-api.parliament.uk/api/v1/Interests/1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,International visit to Qatar between 19 May 2023 and 26 May 2023,,2023-06-21,2023-12-17,,Visits outside the UK,1496,Shailesh Vara,Qatar,Doha,"To participate at the Bloomberg Qatar Economic Forum 2023 and meet Qatari and international officials to discuss current affairs including regional conflict resolution, labour rights and Qatar-UK bilateral relations. And to see a friend in Kuwait and meet Kuwaiti politicians.",2023-05-19,2023-05-26,,Media City Qatar,False,"Floor 17 & 18, Tornado Tower, Bldg. 17, Zone 60, Street 810, Corner Majlis Al Taawoon And, Al Funduq St, Doha, Qatar",In kind,"Flights, accommodation, food and sundries in Qatar (visit to Kuwait was self-funded)",6900.00,True,https://interests-api.parliament.uk/api/v1/Interests/1296,,,,,,,,,,,,,,,Kuwait,,,,,,,,,,,,,,,,
1487,International visit between 14 May 2023 and 15 May 2023,,2023-06-07,2023-12-17,,Visits outside the UK,4097,Elizabeth Truss,Denmark,Copenhagen,Participation at Copenhagen Democracy Summit on the subject of Economic NATO.,2023-05-14,2023-05-15,,Alliance of Democracies Foundation,False,"Bredgade 71, 1. th. 1260 Copenhagen K, Denmark",In kind,Flights (£757) and hotel accommodation (£584) for me and one member of staff for one night,1341.00,False,https://interests-api.parliament.uk/api/v1/Interests/1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,International visit between 02 October 2023 and 04 October 2023,,2023-10-23,2023-12-17,,Visits outside the UK,4682,Luke Pollard,Poland,Warsaw,"Attending and speaking on a panel at the Warsaw Security Forum, involving participation in conference, seminars and expert discussion with Ministers, MPs, officials and third sector representatives.",2023-10-02,2023-10-04,,Casimir Pulaski Foundation,False,"6 Oleandrow, 00-629 Warsaw, Poland",In kind,"Flights and transfers (£183.57), accommodation (£187.80) and the average cost of the conference per person (£201.10)",572.47,True,https://interests-api.parliament.uk/api/v1/Interests/1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,International visit to Pakistan between 25 September 2023 and 29 September 2023,,2023-11-09,2023-12-17,2023-11-13,Visits outside the UK,4829,Sam Tarry,Pakistan,Islamabad and Azad Jammu and Kashmir,"Official visit to regions of Pakistan to learn about the culture, heritage, and ongoing political and human rights situations in the area.",2023-09-25,2023-09-29,,Government of Pakistan,False,"Parliament House, Constitution Ave, D-Chowk Red Zone, Islamabad, Islamabad Capital Territory, Pakistan",In kind,"Return flight for me (£2,103.81) plus accommodation for me and two members of staff in Islamabad (approx. £600)",2703.81,False,https://interests-api.parliament.uk/api/v1/Interests/1215,Moniba Khan,True,,In kind,own flight as a member of staff (value is approximate),750.00,False,Government of Azad Jammu & Kashmir,False,"8FV8+G3C, New Civil Secretariat, Chatter, Muzaffarabad, Azad Jammu and Kashmir",In kind,domestic transport in Pakistan and accommodation and hospitality in Kashmir for me and two members of staff,700.00,False,,,Amjad Syed,True,,Monetary,towards the cost of a return flight to Islamabad for a member of staff accepted on 6 November 2023,600.00,False,,,,,,,,
3199,International visit to Falkland Islands between 19 November 2023 and 24 November 2023,,2023-12-07,2023-12-17,,Visits outside the UK,4025,Mrs Pauline Latham,Falkland Islands,,"To better understand the Falkland Islands government, businesses, and people living there, also the strategic importance of the Islands from a UK perspective and the important role played by the UK Armed Forces in the Islands.",2023-11-19,2023-11-24,,Falkland Island Government,False,"Falkland Islands Legislative Assembly, Gilbert House, Stanley, Falkland Islands FIQQ 1ZZ",In kind,"Flights (£1,566), accommodation (£772.30) and transportation (£180), plus wifi, dinners and room hire (£304.28)",2822.58,True,https://interests-api.parliament.uk/api/v1/Interests/3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,International visit to Jordan between 22 September 2023 and 26 September 2023,,2023-10-11,2023-12-17,,Visits outside the UK,4835,Chris Clarkson,Jordan,,"Fact finding visit to gain a deeper understanding of the strategic links between Jordan and the UK, and regional issues.",2023-09-22,2023-09-26,,Wael Al-Qadi,True,,In kind,Flights,853.00,True,https://interests-api.parliament.uk/api/v1/Interests/1303,House of Representatives of the Hashemite Kingdom of Jordan,False,"Abdali, King Hussein Street, Building No. 205, Amman, Jordan",In kind,"Accommodation, transport and meals",583.00,True,,,,,,,,,,,,,,,,,,,,,,,,
1642,International visit between 07 July 2023 and 08 July 2023,,2023-07-31,2023-12-17,,Visits outside the UK,1447,Andrew Rosindell,Poland,Warsaw,To attend the Open European Dialogue seminar to discuss the war in Ukraine.,2023-07-07,2023-07-08,,APROPOS – Advancing Process in Politics,False,"Karl-Marx-Allee 98, 10243 Berlin, Germany",In kind,"Flights, hotels and catering",713.90,True,https://interests-api.parliament.uk/api/v1/Interests/1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,International visit between 02 October 2023 and 04 October 2023,,2023-10-24,2023-12-17,,Visits outside the UK,4264,Stephen Doughty,Poland,Warsaw,Attending and contributing to the Warsaw Security Forum in my role as Labour’s Shadow Minister for Europe and North America.,2023-10-02,2023-10-04,,The Casimir Pulaski Foundation,False,"6 Oleandrow, 00-629 Warsaw, Poland",In kind,"Flights and transfers (£169.33), accommodation (£187.77), conference entry and hospitality (£201.67)",558.77,True,https://interests-api.parliament.uk/api/v1/Interests/1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,International visit between 28 May 2023 and 01 June 2023,,2023-06-09,2023-12-17,,Visits outside the UK,4459,Mrs Flick Drummond,Palestine,,"Fact-finding visit organised by the Council for Arab-British Understanding, Amnesty International UK section and Medical Aid for Palestinians.",2023-05-28,2023-06-01,,Medical Aid for Palestinians,False,"33a Islington Park Street, London N1 1QB",In kind,"Flights, accommodation, food and transport",640.18,True,https://interests-api.parliament.uk/api/v1/Interests/1241,Amnesty UK,False,"The Human Rights Action Centre, 17-25 New Inn Yard, London EC2A 3EA",In kind,"Flights, accommodation, food and transport",960.28,True,,,,,,,,Israel,,,,,,,,,,,,,,,,
1767,International visit between 06 July 2023 and 09 July 2023,,2023-08-04,2023-12-17,2023-08-10,Visits outside the UK,4681,Bob Seely,Poland,Warsaw,A speaking engagement.,2023-07-06,2023-07-09,,Le Cercle,False,"85 Great Portland Street, First Floor, London W1W 7LT",In kind,"Flights (£1,422.18), accommodation (£470) and meals during the meeting (£520)",2412.18,True,https://interests-api.parliament.uk/api/v1/Interests/1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,International visit between 26 April 2023 and 29 April 2023,,2023-05-10,2023-12-17,,Visits outside the UK,4014,Lord Sharma,United States,New York,To attend and speak at the Global Citizen NOW conference.,2023-04-26,2023-04-29,,Global Citizen,False,"740 Broadway, Suite 400, New York, NY 10003, USA",In kind,"Flights and accommodation (£9,744); taxi transfers (£881); meals (£237)",10862.00,True,https://interests-api.parliament.uk/api/v1/Interests/1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,International visit to Nepal between 27 May 2023 and 01 June 2023,,2023-06-16,2023-12-17,,Visits outside the UK,4804,Mr Gagan Mohindra,Nepal,,To demonstrate the impact UK Aid has on communities in Nepal. Visit organised by the Coalition for Global Prosperity.,2023-05-27,2023-06-01,,Children Investment Fund Foundation,False,"7 Clifford Street, London W1S 2FT",In kind,"Transport (£1,026.41), hotel (£983.97), food and subsistence (£200)",2210.38,True,https://interests-api.parliament.uk/api/v1/Interests/1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
