ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,Updated_2
2323,International visit between 11 April 2023 and 14 April 2023,,2023-05-18,2023-12-23,,Visits outside the UK,4129,Ian Paisley,Morocco,,APPG on Morocco visit as part of promoting links and mutual understanding between Britain and Morocco.,2023-04-11,2023-04-14,APPG on Morocco,General Confederation of Moroccan Enterprises (CGEM),False,"23, Boulevard Mohamed Abdou Quartier, Palmiers 20340, Casablanca, Morocco",In kind,"Flights, travel and subsistence",2226.00,True,https://interests-api.parliament.uk/api/v1/Interests/2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,International visit between 05 May 2023 and 15 May 2023,,2023-06-05,2023-12-23,2023-07-11,Visits outside the UK,3924,Yasmin Qureshi,Pakistan,,Invited as Chair of the APPG on Pakistan to mark the jubilee anniversary of the constitution and to learn and participate in parliamentary seminars.,2023-05-05,2023-05-15,APPG on Pakistan,National Assembly of Pakistan,False,"Parliament House, Islamabad, Pakistan",In kind,"Flights (£958.95), hotel and subsistence (£291.85)",1250.80,True,https://interests-api.parliament.uk/api/v1/Interests/2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,International visit between 15 May 2023 and 16 May 2023,,2023-05-24,2023-12-23,,Visits outside the UK,152,Sir Iain Duncan Smith,Denmark,Copenhagen,Speaking at an IPAC event as part of the Copenhagen Democracy Summit organised by the Alliance of Democracies Foundation.,2023-05-15,2023-05-16,,IPAC Global Limited,False,"c/o Connected Accounting, 2 Victoria Square, Victoria Street, St Albans AL1 3TF",Monetary,"as reimbursement for associated travel costs (£144.46), flights and accommodation (£512.74)",667.20,True,https://interests-api.parliament.uk/api/v1/Interests/2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,International visit to Panama between 16 September 2023 and 23 September 2023,,2023-10-05,2023-12-23,,Visits outside the UK,4511,Dr Rupa Huq,Panama,,"APPG on Population, Development and Reproductive Health study tour with parliamentarians from across Europe to learn more about sexual and reproductive rights in El Salvador and Panama.",2023-09-16,2023-09-23,"APPG on Population, Development and Reproductive Health",European Parliamentary Forum for Sexual & Reproductive Rights,False,"23 Rue Montover, 1000 Brussels, Belgium",In kind,"Travel, accommodation, food and drink",2186.20,True,https://interests-api.parliament.uk/api/v1/Interests/2305,,,,,,,,,,,,,,,El Salvador,,,,,,,,,,,,,,,,
2289,International visit between 15 September 2023 and 20 September 2023,,2023-10-16,2023-12-23,,Visits outside the UK,4391,Judith Cummins,Thailand,,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",2023-09-15,2023-09-20,APPG for Thailand,"Thailand Embassy, United Kingdom",False,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,"Flights (£1,574.31) and accommodation (£627.38)",2201.69,True,https://interests-api.parliament.uk/api/v1/Interests/2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,International visit between 09 April 2023 and 15 April 2023,,2023-05-03,2023-12-23,,Visits outside the UK,4488,Martyn Day,India,,As part of APPG India (Trade and Investment) delegation to visit India.,2023-04-09,2023-04-15,APPG for India (Trade and Investment),Federation of Indian Chambers of Commerce and Industry,False,"FICCI Federation House, Tansen Marg, New Delhi, 110001",In kind,"Flights, accommodation and meals",5400.00,True,https://interests-api.parliament.uk/api/v1/Interests/2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,International visit between 05 September 2023 and 08 September 2023,,2023-10-02,2023-12-23,,Visits outside the UK,4716,Ruth Jones,Taiwan,Taipei,"As an officer of the APPG for the Freedom of Religious Beliefs, to lead a delegation to the Taiwan International Religious Freedom Summit and be the keynote speaker at the plenary session.",2023-09-05,2023-09-08,APPG for International Freedom of Religion or Belief,ChinaAid,False,"1300 Pennsylvania Ave. NW, Suite 700 Washington, DC 20004",In kind,"Accommodation (£304), economy class flights (£2,157.11) and other travel (£15)",2466.11,True,https://interests-api.parliament.uk/api/v1/Interests/2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,International visit between 26 June 2023 and 28 June 2023,,2023-06-30,2023-12-23,,Visits outside the UK,4631,Sarah Jones,Belgium,Brussels,Delegation of MPs with the APPG Against Antisemitism to visit Brussels for a conference of the Inter-Parliamentary Taskforce to Combat Antisemitism Online.,2023-06-26,2023-06-28,APPG Against Antisemitism,The Antisemitism Policy Trust,False,"BM 5369, London WC1N 3XX",In kind,"Eurostar (£393), taxis (£5), accommodation (£591) and ground costs (£50)",1039.00,True,https://interests-api.parliament.uk/api/v1/Interests/2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,International visit between 14 July 2023 and 21 July 2023,,2023-08-11,2023-12-23,,Visits outside the UK,4453,Tommy Sheppard,Rwanda,Kigali and Mahama Camp,"To attend Women Deliver Conference, Kigali, Rwanda and Mahama refugee camp as part of a delegation from the APPG on PDRH.",2023-07-14,2023-07-21,"APPG on Population, Development and Reproductive Health","APPG on Population, Development and Reproductive Health (PDRH) (sponsored by the European Parliamentary Forum on Reproductive Rights)",False,"House of Commons, Westminster, London SW1A 0AA",In kind,"Flights (£1,923), hotel (£964), other travel (£75), dinners and misc (£135), and per diem expenses (£175)",3272.00,True,https://interests-api.parliament.uk/api/v1/Interests/2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,International visit between 23 July 2023 and 29 July 2023,,2023-07-31,2023-12-23,,Visits outside the UK,4523,Catherine West,Malawi,,"As Co-Chair of the All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases, to see the impact of malaria and neglected tropical diseases, and the challenges faced by government, NGOs, academic and research institutions, and local communities in tackling these diseases.",2023-07-23,2023-07-29,APPG on Malaria and Neglected Tropical Diseases,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,False,"c/o Malaria No More UK, Room 202, 2nd Floor, 30 Millbank, London SW1P 4QP",In kind,"Flights (£1,600), accommodation (£620), food, in-country transport and other expenses (£180)",2400.00,True,https://interests-api.parliament.uk/api/v1/Interests/2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,International visit between 11 April 2023 and 14 April 2023,,2023-05-02,2023-12-23,,Visits outside the UK,4438,Craig Williams,Morocco,,APPG on Morocco visit to as part of promoting links and mutual understanding between Britain and Morocco.,2023-04-11,2023-04-14,APPG on Morocco,General Confederation of Moroccan Enterprises (CGEM),False,"23, Boulevard Mohamed Abdou Quartier, Palmiers 20340, Casablanca, Morocco",In kind,"Flights, travel and subsistence",2226.00,True,https://interests-api.parliament.uk/api/v1/Interests/2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,International visit to Thailand between 16 September 2023 and 21 September 2023,,2023-10-16,2023-12-23,,Visits outside the UK,4429,Mr William Wragg,Thailand,Bangkok,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",2023-09-16,2023-09-21,APPG for Thailand,"Royal Thai Embassy, London",False,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,"Flights (£1,574.31) and accommodation (£627.38)",2201.69,True,https://interests-api.parliament.uk/api/v1/Interests/2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,International visit between 07 September 2023 and 10 September 2023,,2023-09-26,2023-12-23,,Visits outside the UK,4792,Paul Bristow,Gibraltar,,Visit to Gibraltar for National Day 2023 with colleagues from the All Party Parliamentary Group for Gibraltar. A programme of meetings and visits with government and business representatives.,2023-09-07,2023-09-10,APPG on Gibraltar,HM Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,Flights (£663) and accommodation (£760),1423.00,True,https://interests-api.parliament.uk/api/v1/Interests/2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,International visit between 15 September 2023 and 23 September 2023,,2023-10-16,2023-12-23,2023-10-20,Visits outside the UK,435,Lord Brady of Altrincham,Thailand,,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",2023-09-15,2023-09-23,APPG for Thailand,"Royal Thai Embassy, London",False,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,"Flights (£1,574.31) and accommodation between 17 and 21 September (£627.38)",2201.69,True,https://interests-api.parliament.uk/api/v1/Interests/2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,International visit between 11 April 2023 and 14 April 2023,,2023-05-02,2023-12-23,,Visits outside the UK,4074,Mark Garnier,Morocco,Dakhla,APPG on Morocco visit to as part of promoting links and mutual understanding between Britain and Morocco.,2023-04-11,2023-04-14,APPG on Morocco,General Confederation of Moroccan Enterprises (CGEM),False,"23, Boulevard Mohamed Abdou Quartier, Palmiers 20340, Casablanca, Morocco",In kind,"Flights, travel and subsistence",2226.00,True,https://interests-api.parliament.uk/api/v1/Interests/2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,International visit between 09 April 2023 and 15 April 2023,,2023-05-03,2023-12-23,,Visits outside the UK,1541,Dame Nia Griffith,India,,As part of the APPG India (Trade and Investment) delegation to visit India.,2023-04-09,2023-04-15,APPG for India (Trade and Investment),Federation of Indian Chambers of Commerce and Industry,False,"FICCI Federation House, Tansen Marg, New Delhi, 110001",In kind,"Flights, accommodation and meals",5400.00,True,https://interests-api.parliament.uk/api/v1/Interests/2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,International visit between 09 September 2023 and 11 September 2023,,2023-09-13,2023-12-23,,Visits outside the UK,1601,Sir Robert Neill,Gibraltar,,Visit as part of the APPG for Gibraltar to celebrate Gibraltar National Day.,2023-09-09,2023-09-11,APPG on Gibraltar,HM Government of Gibraltar,False,"150 Strand, London WC1E 1JA",In kind,Return flight (£907) and accommodation (£570),1477.00,True,https://interests-api.parliament.uk/api/v1/Interests/2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,International visit between 20 April 2023 and 23 April 2023,,2023-05-09,2023-12-23,,Visits outside the UK,4369,Tom Pursglove,Greece,Corfu,"Lords and Commons Cricket delegation to participate in a tournament alongside the British Army, Lord's Taverners charity, Brigade of Gurkhas and the Royal Household, to commemorate the 200th anniversary of cricket in Greece at the invitation of the Hellenic Cricket Association.",2023-04-20,2023-04-23,APPG on Cricket,Awan Marketing plc,False,"Khyber Building, Heaton Street, Hockley, Birmingham B18 5BB",In kind,Partial contribution towards flight and accommodation,370.38,True,https://interests-api.parliament.uk/api/v1/Interests/2324,Lords and Commons Cricket APPG,False,"House of Commons, London SW1A 0AA",In kind,Partial contribution towards flight and accommodation,365.74,True,,,,,,,,,,,,,,,,,,,,,,,,
2345,International visit between 28 May 2023 and 31 May 2023,,2023-06-07,2023-12-23,2023-06-12,Visits outside the UK,163,Sir Stephen Timms,Tunisia,Tunis,To assess the extent of freedom of religion and belief in Tunisia. The visit was undertaken with the APPG for Freedom of Religion and Belief.,2023-05-28,2023-05-31,APPG for International Freedom of Religion or Belief,Religious Freedom Institute,False,"316 Pennsylvania Avenue SE, Suite 501, Washington DC 20003",In kind,"Flights, accommodation, meals and transport (value is estimated)",1400.00,True,https://interests-api.parliament.uk/api/v1/Interests/2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,International visit between 11 April 2023 and 17 April 2023,,2023-05-11,2023-12-23,,Visits outside the UK,4777,Sarah Owen,Singapore,,"As part of my shadow ministerial responsibilities, to see best practice in social housing, town planning and community cohesion demonstrated by Singaporean authorities, and conduct meetings with political representatives.",2023-04-11,2023-04-17,,Richard Greer,True,,In kind,Partial contribution towards flight and accommodation,1591.17,True,https://interests-api.parliament.uk/api/v1/Interests/2366,Sonny Leong,True,,In kind,Partial contribution towards flight and accommodation,1591.17,True,Paul Lindley,True,,In kind,Partial contribution towards flight and accommodation,1591.17,True,Malaysia,,,,,,,,,,,,,,,,
2361,International visit between 13 July 2023 and 20 July 2023,,2023-08-17,2023-12-23,2023-08-23,Visits outside the UK,4651,Dan Carden,United States,New York and Washington,"As President of the Forum of Young Parliamentarians at the Inter-Parliamentary Union, to attend the United Nations High Level Political Forum and to meet with Members of the United States Senate and Congress.",2023-07-13,2023-07-20,,FIA Foundation,False,"60 Trafalgar Square, London WC2N 5DS",Monetary,"as reimbursement, received £3,108.31 on 23 June 2023 for flights, and £1,138.52 received on 11 August 2023 for five nights' hotel accommodation (13-18 July 2023) in New York",4246.83,True,https://interests-api.parliament.uk/api/v1/Interests/2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,International visit to Qatar between 19 September 2023 and 23 September 2023,,2023-10-16,2023-12-23,,Visits outside the UK,4598,Mohammad Yasin,Qatar,Doha,"Qatar APPG visit to meet with ministers, the Shura Council and senior local and international stakeholders in international development to explore ways of enhancing UK-Qatar cooperation on global development and aid.",2023-09-19,2023-09-23,APPG on Qatar,Ministry of Foreign Affairs of the State of Qatar,False,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Return flights, accommodation and food (value is estimated)",6872.00,True,https://interests-api.parliament.uk/api/v1/Interests/2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,International visit between 07 September 2023 and 11 September 2023,,2023-09-14,2023-12-23,,Visits outside the UK,4267,Sarah Champion,Gibraltar,,All Party Parliamentary visit to Gibraltar for National Day.,2023-09-07,2023-09-11,APPG on Gibraltar,HM Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flight (£642), hotel for four nights (£760) and general hospitality (£200)",1602.00,True,https://interests-api.parliament.uk/api/v1/Interests/2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,International visit between 27 August 2023 and 31 August 2023,,2023-09-12,2023-12-23,,Visits outside the UK,249,Sir Geoffrey Clifton-Brown,Georgia,,APPG for Georgia visit to build on closer parliamentary relations.,2023-08-27,2023-08-31,APPG on Georgia,Parliament of Georgia,False,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (27-31 August, estimated value £500), local transportation and hospitality (estimated value £250)",750.00,True,https://interests-api.parliament.uk/api/v1/Interests/2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,International visit between 07 September 2023 and 11 September 2023,,2023-09-28,2023-12-23,,Visits outside the UK,650,Sir Jeffrey M Donaldson,Gibraltar,,A guest of the Government of Gibraltar in my capacity as a Vice Chair of the APPG on Gibraltar to mark Gibraltar National Day.,2023-09-07,2023-09-11,APPG on Gibraltar,HM Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Economy class flights (£751), hotel accommodation (£760) and general hospitality including meals (£200)",1711.00,True,https://interests-api.parliament.uk/api/v1/Interests/2296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,International visit between 09 April 2023 and 15 April 2023,,2023-05-02,2023-12-23,,Visits outside the UK,1447,Andrew Rosindell,India,,As part of APPG India (Trade and Investment) delegation to visit India.,2023-04-09,2023-04-15,APPG for India (Trade and Investment),Federation of Indian Chambers of Commerce and Industry,False,"FICCI Federation House, Tansen Marg, New Delhi, 110001",In kind,"Flights, accommodation and meals",5400.00,True,https://interests-api.parliament.uk/api/v1/Interests/2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,International visit between 29 September 2023 and 04 October 2023,,2023-10-09,2023-12-23,,Visits outside the UK,4131,Jim Shannon,United States,"Salt Lake City, Utah","As chair of the APPG for the Freedom of Religious Belief, to lead a delegation to Salt Lake City to speak in the plenary session in ICLRS Law and Religious Symposium.",2023-09-29,2023-10-04,APPG for International Freedom of Religion or Belief,International Centre for Law and Religious Studies (ICLRS),False,"J Reuben Clarke Centre, 341 E Campus Dr, Provo, UT 84602, USA",In kind,"Estimate of the probable value (or amount of any donation): Accommodation with meals (£1,233.67) and flights (£1,304.75)",2538.42,True,https://interests-api.parliament.uk/api/v1/Interests/2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,International visit between 07 September 2023 and 11 September 2023,,2023-09-14,2023-12-23,,Visits outside the UK,3919,Bob Stewart,Gibraltar,,Gibraltar APPG visit for National Day.,2023-09-07,2023-09-11,APPG on Gibraltar,Government of Gibraltar,False,"Gibraltar House, The Strand, London WC2R 1JA",In kind,"Flight (£371), hotel accommodation for four nights (£760) and general hospitality (£200)",1331.00,True,https://interests-api.parliament.uk/api/v1/Interests/2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,International visit to Georgia between 28 August 2023 and 03 September 2023,,2023-09-11,2023-12-23,,Visits outside the UK,4107,Dame Harriett Baldwin,Georgia,,APPG for Georgia visit to build on closer parliamentary relations.,2023-08-28,2023-09-03,APPG on Georgia,Parliament of Georgia,False,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (28-30 August and 2 September), estimated value £500; local transportation and hospitality, estimated value £250",750.00,True,https://interests-api.parliament.uk/api/v1/Interests/2273,Ministry of Foreign Affairs of Georgia,False,"8 Giorgi Leonidze Street, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (31 August - 1 September), estimated value £180; local transportation and hospitality, estimated value £150",330.00,True,,,,,,,,,,,,,,,,,,,,,,,,
2352,International visit to Georgia between 27 August 2023 and 03 September 2023,,2023-09-12,2023-12-23,,Visits outside the UK,4053,Mrs Heather Wheeler,Georgia,,APPG for Georgia visit to build on closer parliamentary relations.,2023-08-27,2023-09-03,APPG on Georgia,Parliament of Georgia,False,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (27-30 August and 2 September) estimated value £500; local transportation and hospitality, estimated value £250",750.00,True,https://interests-api.parliament.uk/api/v1/Interests/2352,Ministry of Foreign Affairs of Georgia,False,"8 Giorgi Leonidze Street, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation (31 August - 1 September) estimated value £180; local transportation and hospitality, estimated value £150",330.00,True,,,,,,,,,,,,,,,,,,,,,,,,
2279,International visit between 26 June 2023 and 28 June 2023,,2024-06-30,2023-12-23,,Visits outside the UK,4357,Kirsty Blackman,Belgium,Brussels,Delegation of MPs with the APPG Against Antisemitism to visit Brussels for a conference of the Inter-Parliamentary Taskforce to Combat Antisemitism Online.,2023-06-26,2023-06-28,APPG Against Antisemitism,The Antisemitism Policy Trust,False,"BM 5369, London WC1N 3XX",In kind,"Eurostar (£393), taxis (£5), accommodation (£591) and ground costs (£50)",1039.00,True,https://interests-api.parliament.uk/api/v1/Interests/2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,International visit to Pakistan between 06 May 2013 and 13 May 2023,,2023-06-09,2023-12-23,,Visits outside the UK,4394,Imran Hussain,Pakistan,,Invited as a member of the APPG on Pakistan to mark the Golden Jubilee Celebrations of the Constitution of Pakistan and participate in parliamentary seminars.,2013-05-06,2023-05-13,APPG on Pakistan,National Assembly of Pakistan,False,"Parliament House, Islamabad, Pakistan",In kind,"Flights (approx. £1,200) and accommodation (approx. £600)",1800.00,True,https://interests-api.parliament.uk/api/v1/Interests/2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,International visit between 29 September 2023 and 07 October 2023,,2023-10-12,2023-12-23,,Visits outside the UK,4671,Afzal Khan,Pakistan,,"Production of tourism documentary, undertaken as Chair of the APPG on Britain-Pakistan Trade and Tourism.",2023-09-29,2023-10-07,APPG on Britain-Pakistan Trade and Tourism,Esplanade Vale Media Limited (trading as British Muslim TV),False,"Victoria Chambers, 40 Wood Street, Wakefield WF1 2HB",In kind,Domestic flights and transportation (£741.13); hotels and entry fees (£258.95); and food (£38),1038.08,True,https://interests-api.parliament.uk/api/v1/Interests/2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,International visit to Thailand between 16 September 2023 and 21 September 2023,,2023-10-16,2023-12-23,,Visits outside the UK,4762,Anthony Mangnall,Thailand,,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",2023-09-16,2023-09-21,APPG for Thailand,The Royal Thai Embassy,False,"29-30 Queens Gate, South Kensington, London SW7 5JB",In kind,"Flights, accommodation, internal travel and meals",2201.31,True,https://interests-api.parliament.uk/api/v1/Interests/2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,International visit to Georgia between 26 August 2023 and 31 August 2023,,2023-09-21,2023-12-23,,Visits outside the UK,1496,Shailesh Vara,Georgia,,APPG for Georgia visit to build on closer parliamentary relations.,2023-08-26,2023-08-31,APPG on Georgia,Parliament of Georgia,False,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia",In kind,"Hotel accommodation for 26-30 August (approx. £500), local transportation and hospitality (approx. £250)",750.00,True,https://interests-api.parliament.uk/api/v1/Interests/2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,International visit between 07 September 2023 and 11 September 2023,,2023-09-14,2023-12-23,,Visits outside the UK,3957,Martin Vickers,Gibraltar,,"Gibraltar APPG delegation to meet with ministers, business and union leaders and attend the National Day celebrations.",2023-09-07,2023-09-11,APPG on Gibraltar,HM Government of Gibraltar,False,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"For me and my wife/staff member, flights (£1,302), accommodation for four nights (£800) and general hospitality (£400)",2502.00,False,https://interests-api.parliament.uk/api/v1/Interests/2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,International visit between 04 July 2023 and 05 July 2023,,2023-09-25,2023-12-23,,Visits outside the UK,4133,Andrew Bridgen,Belgium,Brussels,"Guest speaker (panellist) at a public debate, entitled 'European Public Health and Cooperation' on the 4 July 2023.",2023-07-04,2023-07-05,,European Parliament,False,"Rue Wiertz 60, B-1047 Brussels, Belgium",Monetary,received on 12 September as reimbursement for travel costs and accommodation,418.82,True,https://interests-api.parliament.uk/api/v1/Interests/2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,International visit between 19 July 2023 and 22 July 2023,,2023-08-16,2023-12-23,,Visits outside the UK,4610,Bambos Charalambous,Greece,Athens,To attend the World Hellenic Inter-Parliamentary Association Conference in Athens.,2023-07-19,2023-07-22,,World Hellenic Inter-Parliamentary Association,False,"22-24 Amalias Avenue, 105 57 Athens, Greece",Monetary,received on 19 July 2023 as reimbursement for flights (£708.41) plus hotel accommodation for three nights (£400.11),1108.52,True,https://interests-api.parliament.uk/api/v1/Interests/2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,International visit between 20 April 2023 and 25 April 2023,,2023-05-03,2023-12-23,,Visits outside the UK,4854,James Daly,Greece,Corfu,"Lords and Commons Cricket delegation to participate in tournament alongside the British Army, Lords Taverners charity, Brigade of Gurkhas and the Royal Household to commemorate the 200th Anniversary of cricket in Greece at the invitation of the Hellenic Cricket Association.",2023-04-20,2023-04-25,APPG on Cricket,Awan Marketing plc,False,"Khyber Building Heaton Street, Hockley, Birmingham B18 5BB",In kind,Partial contribution towards flight and accommodation for me and my wife,740.76,False,https://interests-api.parliament.uk/api/v1/Interests/2290,Lords and Commons Cricket APPG,False,"House of Commons, London SW1A 0AA",In kind,Partial contribution towards flight and accommodation for me and my wife,731.48,False,,,,,,,,,,,,,,,,,,,,,,,,
2291,International visit between 23 June 2023 and 25 June 2023,,2023-06-28,2023-12-23,,Visits outside the UK,4854,James Daly,Netherlands,,Parliamentary cricket trip with All Party Parliamentary Cricket Group/Lords & Commons Cricket.,2023-06-23,2023-06-25,APPG on Cricket,APPG for Cricket (using part sponsorship from Greene King Brewing & Retailing Ltd),False,"Westgate Brewery, Bury St Edmunds IP31 1QT",In kind,"Travel by train, accommodation, and food",715.47,True,https://interests-api.parliament.uk/api/v1/Interests/2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,International visit between 26 August 2023 and 02 September 2023,,2023-09-13,2023-12-23,,Visits outside the UK,1566,Daniel Kawczynski,Saint Kitts and Nevis,,Invited in my capacity as Chair of the APPG on St Kitts and Nevis by the Government of St Kitts and Nevis to visit the country to strengthen bilateral relations and to explore trade and investment opportunities.,2023-08-26,2023-09-02,APPG on St Kitts and Nevis,The Government of St Kitts and Nevis,False,"Government Headquarters, Church Street, Basseterre, St Kitts and Nevis",In kind,"Flights (£3,100), accommodation (£3,719.27), meals (£1,456.76) for me and a member of staff",8276.03,False,https://interests-api.parliament.uk/api/v1/Interests/2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,International visit between 13 November 2022 and 18 November 2022,,2022-12-06,2023-12-23,2023-08-15,Visits outside the UK,4453,Tommy Sheppard,Thailand,Pattaya,APPG on PDRH visit to attend the International Conference on Family Planning.,2022-11-13,2022-11-18,"APPG on Population, Development and Reproductive Health","APPG on Population, Development and Reproductive Health (PDRH) (sponsored by the United Nations Population Fund)",False,"House of Commons, Westminster, London SW1A 0AA",In kind,"Flights, accommodation, food, travel and subsistence",2963.04,True,https://interests-api.parliament.uk/api/v1/Interests/2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,International visit to Taiwan between 19 March 2023 and 24 March 2023,,2023-04-04,2023-12-23,,Visits outside the UK,3919,Bob Stewart,Taiwan,,British-Taiwan APPG visit to meet ministers and officials to learn about the situation in Taiwan.,2023-03-19,2023-03-24,British-Taiwanese APPG,Ministry of Foreign Affairs Taiwan,False,"Office of Taiwanese Representative, 50 Grosvenor Gardens, London SW1W 0EB",In kind,"Flights (£3,820.91), hotel (£988), meals (£330), rail travel (£130) and minibus (£147)",5415.91,True,https://interests-api.parliament.uk/api/v1/Interests/2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,International visit between 20 April 2023 and 24 April 2023,,2023-05-02,2023-12-23,,Visits outside the UK,4787,James Wild,Greece,Corfu,"Lords and Commons Cricket delegation to participate in tournament alongside the British Army, Lords Taverners charity, Brigade of Gurkhas and the Royal Household to commemorate the 200th Anniversary of cricket in Greece at the invitation of the Hellenic Cricket Association.",2023-04-20,2023-04-24,APPG on Cricket,Awan Marketing plc,False,"Khyber Building Heaton Street, Hockley, Birmingham B18 5BB",In kind,Partial contribution towards flight and accommodation,370.38,True,https://interests-api.parliament.uk/api/v1/Interests/2354,Lords and Commons Cricket APPG,False,"House of Commons, London SW1A 0AA",In kind,Partial contribution towards flight and accommodation,365.74,True,,,,,,,,,,,,,,,,,,,,,,,,
